Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Costa Rica,CRI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.5774182,0.6820255,0.6614283,0.6088256,0.4694642,0.4522929,0.7615439
Costa Rica,CRI,Rule of Law: Estimate,RL.EST,0.5604205,0.5046431,0.4660165,0.4692508,0.4810215,0.5445495,0.5699124
Cote d'Ivoire,CIV,Control of Corruption: Estimate,CC.EST,-0.4191049,-0.4349207,-0.5299415,-0.5267719,-0.5038995,-0.5397315,-0.5265628
Cote d'Ivoire,CIV,Government Effectiveness: Estimate,GE.EST,-0.8343664,-0.6857619,-0.6732535,-0.7554985,-0.5682684,-0.4827835,-0.4806498
Cote d'Ivoire,CIV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.037161,-0.8325459,-0.9075593,-1.090237,-0.8986894,-1.026046,-0.9764128
Cote d'Ivoire,CIV,Rule of Law: Estimate,RL.EST,-0.5915153,-0.6297867,-0.6447258,-0.6314723,-0.5763171,-0.5666268,-0.5994768
Croatia,HRV,Control of Corruption: Estimate,CC.EST,0.2228187,0.2496057,0.21198,0.1179555,0.0779362,0.0820259,0.2007412
Croatia,HRV,Government Effectiveness: Estimate,GE.EST,0.6967991,0.5309173,0.5035605,0.6090569,0.5073917,0.4592125,0.4377178
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6191124,0.590728,0.6637695,0.6920319,0.8028065,0.6946999,0.6074048
Croatia,HRV,Rule of Law: Estimate,RL.EST,0.3045185,0.18684,0.3843882,0.3588388,0.352705,0.3953754,0.29418
Cuba,CUB,Control of Corruption: Estimate,CC.EST,0.0684972,0.0706221,0.1692236,0.2678478,0.1663785,0.0437994,-0.1267346
Cuba,CUB,Government Effectiveness: Estimate,GE.EST,-0.0471543,0.0214942,-0.1051888,-0.1804782,-0.2471846,-0.1727885,-0.1677658
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.544822,0.6441017,0.6853639,0.6470563,0.6489246,0.6031231,0.5962209
Cuba,CUB,Rule of Law: Estimate,RL.EST,-0.6578695,-0.7015275,-0.4425099,-0.4303128,-0.4442561,-0.3226229,-0.2780778
Cyprus,CYP,Control of Corruption: Estimate,CC.EST,1.075977,1.00782,0.8266943,0.7853153,0.640687,0.6306768,0.3778925
Cyprus,CYP,Government Effectiveness: Estimate,GE.EST,1.140245,1.048301,0.9605695,0.9222018,0.9192417,0.9921815,0.8832101
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.5518821,0.5508665,0.6042547,0.5378655,0.491743,0.5573699,0.2918284
Cyprus,CYP,Rule of Law: Estimate,RL.EST,1.076946,1.039793,0.7213519,0.8882236,0.7535621,0.7600086,0.580854
Czech Republic,CZE,Control of Corruption: Estimate,CC.EST,0.4353733,0.5028812,0.5929416,0.6066105,0.5428039,0.5652813,0.5850472
Czech Republic,CZE,Government Effectiveness: Estimate,GE.EST,1.038626,1.059821,1.044984,1.071043,0.9887083,0.9553274,0.957015
Czech Republic,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.9899905,0.9791891,0.9761155,1.000036,1.031982,0.9438875,0.9244586
Czech Republic,CZE,Rule of Law: Estimate,RL.EST,1.141128,1.137294,1.020164,1.124164,1.055094,1.052832,1.059881
Denmark,DNK,Control of Corruption: Estimate,CC.EST,2.256299,2.229176,2.250493,2.23999,2.196509,2.161119,2.270462
Denmark,DNK,Government Effectiveness: Estimate,GE.EST,1.791628,1.825429,1.857509,1.787519,1.851263,1.910211,1.890869
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.9517797,0.8976498,0.8679155,0.8684149,0.9462506,0.9956252,0.9430326
Denmark,DNK,Rule of Law: Estimate,RL.EST,2.105698,2.05181,1.924276,1.847278,1.815461,1.876799,1.858852
Djibouti,DJI,Control of Corruption: Estimate,CC.EST,-0.5993476,-0.6576738,-0.6533492,-0.6429945,-0.7081219,-0.8554918,-0.7413479
Djibouti,DJI,Government Effectiveness: Estimate,GE.EST,-0.9749343,-0.9545508,-0.9740394,-1.02883,-0.8953704,-0.7134089,-0.6767254
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.7702323,-0.4435316,-0.6264004,-0.7368587,-0.1376155,-0.3511495,-0.3183765
Djibouti,DJI,Rule of Law: Estimate,RL.EST,-0.8740367,-0.9222419,-0.9761462,-0.9120428,-0.9184133,-0.9141684,-1.011851
Dominica,DMA,Control of Corruption: Estimate,CC.EST,0.6242031,0.6237019,0.6250263,0.6318206,0.5402709,0.5258992,0.5562857
Dominica,DMA,Government Effectiveness: Estimate,GE.EST,0.0759632,0.1170366,0.0541444,-0.2626715,-0.2776328,-0.2623335,-0.1795864
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.057178,1.077941,1.002438,1.198149,1.096157,1.067457,1.346246
Dominica,DMA,Rule of Law: Estimate,RL.EST,0.4928213,0.6733587,0.6063661,0.6130303,0.6639392,0.6875657,0.7405058
Dominican Republic,DOM,Control of Corruption: Estimate,CC.EST,-0.8160937,-0.8185347,-0.7562392,-0.7402246,-0.7541672,-0.7660196,-0.6808228
Dominican Republic,DOM,Government Effectiveness: Estimate,GE.EST,-0.4357148,-0.3575655,-0.2638971,-0.3719791,-0.3971497,-0.358091,-0.3307422
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1459345,0.2367064,0.252106,0.1605885,0.0239203,0.0053069,0.1674334
Dominican Republic,DOM,Rule of Law: Estimate,RL.EST,-0.4057658,-0.5127614,-0.3952907,-0.4208526,-0.3792768,-0.3475938,-0.2641793
Ecuador,ECU,Control of Corruption: Estimate,CC.EST,-0.7549157,-0.6713044,-0.6801937,-0.6216223,-0.5629483,-0.4865913,-0.5359893
Ecuador,ECU,Government Effectiveness: Estimate,GE.EST,-0.4733958,-0.4425788,-0.4304732,-0.3996413,-0.2637541,-0.3996101,-0.4388475
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0185332,-0.1439559,-0.085358,-0.0748539,-0.0892777,-0.2329569,-0.3646331
Ecuador,ECU,Rule of Law: Estimate,RL.EST,-1.058525,-1.028962,-0.7614435,-0.8107955,-0.6387975,-0.5774394,-0.5481316
"Egypt, Arab Rep.",EGY,Control of Corruption: Estimate,CC.EST,-0.6247872,-0.6381047,-0.6445939,-0.536476,-0.5604438,-0.6697238,-0.8136714
"Egypt, Arab Rep.",EGY,Government Effectiveness: Estimate,GE.EST,-0.8231977,-0.7697183,-0.6596709,-0.6207942,-0.5800367,-0.4244061,-0.545122
"Egypt, Arab Rep.",EGY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.631177,-1.496646,-1.437697,-1.424527,-1.180049,-1.114192,-1.207361
"Egypt, Arab Rep.",EGY,Rule of Law: Estimate,RL.EST,-0.6626169,-0.6013535,-0.5174581,-0.543798,-0.4142864,-0.4209398,-0.3598008
El Salvador,SLV,Control of Corruption: Estimate,CC.EST,-0.3768215,-0.4236638,-0.5229223,-0.5018553,-0.5969757,-0.5550387,-0.5919448
El Salvador,SLV,Government Effectiveness: Estimate,GE.EST,-0.0331,-0.2358463,-0.2851965,-0.321602,-0.447729,-0.4654183,-0.3564937
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.02459,-0.0169974,-0.0992914,-0.2600434,-0.3876885,-0.1064181,-0.024204
El Salvador,SLV,Rule of Law: Estimate,RL.EST,-0.476425,-0.5851365,-0.7096999,-0.8105645,-0.8254345,-0.7623366,-0.7608628
Equatorial Guinea,GNQ,Control of Corruption: Estimate,CC.EST,-1.772847,-1.76622,-1.805687,-1.815811,-1.705315,-1.722103,-1.685068
Equatorial Guinea,GNQ,Government Effectiveness: Estimate,GE.EST,-1.505196,-1.418055,-1.408003,-1.438307,-1.45561,-1.3432,-1.471354
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.3741466,-0.2053524,-0.1408686,-0.1704531,-0.0923802,-0.1562198,-0.1922405
Equatorial Guinea,GNQ,Rule of Law: Estimate,RL.EST,-1.448873,-1.45634,-1.516142,-1.480927,-1.516192,-1.422766,-1.253869
Eritrea,ERI,Control of Corruption: Estimate,CC.EST,-0.8912842,-1.301354,-1.306542,-1.201147,-1.30995,-1.394938,-1.326432
Eritrea,ERI,Government Effectiveness: Estimate,GE.EST,-1.607736,-1.593456,-1.69607,-1.711882,-1.723037,-1.757077,-1.616785
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.8058726,-0.8767513,-0.6569121,-0.729676,-0.6058792,-0.6984926,-0.9844248
Eritrea,ERI,Rule of Law: Estimate,RL.EST,-1.530499,-1.487547,-1.625368,-1.557995,-1.580166,-1.595472,-1.47162
Estonia,EST,Control of Corruption: Estimate,CC.EST,1.303674,1.294097,1.272368,1.245324,1.50561,1.561715,1.61278
Estonia,EST,Government Effectiveness: Estimate,GE.EST,1.016517,1.067658,1.090463,1.111729,1.190437,1.174428,1.343336
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7802579,0.6209198,0.6739078,0.6497754,0.5873927,0.6332563,0.7101202
Estonia,EST,Rule of Law: Estimate,RL.EST,1.372824,1.331785,1.226433,1.285828,1.240728,1.281483,1.382246
Eswatini,SWZ,Control of Corruption: Estimate,CC.EST,-0.4282527,-0.3908809,-0.4499788,-0.2696787,-0.3604255,-0.4902496,-0.4552509
Eswatini,SWZ,Government Effectiveness: Estimate,GE.EST,-0.5634233,-0.562602,-0.5785232,-0.5425783,-0.6700686,-0.6789486,-0.7685032
Eswatini,SWZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.5005597,-0.476151,-0.4887168,-0.2670258,-0.3734438,-0.2745529,-0.1187483
Eswatini,SWZ,Rule of Law: Estimate,RL.EST,-0.3143914,-0.3245142,-0.3686543,-0.2884077,-0.2824021,-0.5019525,-0.5307466
Ethiopia,ETH,Control of Corruption: Estimate,CC.EST,-0.44421,-0.4501711,-0.416919,-0.5587956,-0.4833753,-0.4061424,-0.3623945
Ethiopia,ETH,Government Effectiveness: Estimate,GE.EST,-0.4249245,-0.6469481,-0.6384845,-0.6928545,-0.6104851,-0.6343808,-0.5520683
Ethiopia,ETH,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.339387,-1.498187,-1.619813,-1.679859,-1.279617,-1.305073,-1.738457
Ethiopia,ETH,Rule of Law: Estimate,RL.EST,-0.4716608,-0.5091007,-0.492503,-0.4559003,-0.428142,-0.4733813,-0.3977932
Fiji,FJI,Control of Corruption: Estimate,CC.EST,0.1793656,0.170082,0.130379,0.3450749,0.3971153,0.5589681,0.6391488
Fiji,FJI,Government Effectiveness: Estimate,GE.EST,-0.3682029,-0.2915429,-0.2490013,0.0698404,0.2850353,0.1996178,0.3018749
Fiji,FJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.5531646,0.5803087,0.917815,0.619655,0.862233,0.7776704,0.7479544
Fiji,FJI,Rule of Law: Estimate,RL.EST,-0.5115845,-0.4041793,-0.2745952,-0.2647003,-0.1363209,-0.0251812,0.1097826
Finland,FIN,Control of Corruption: Estimate,CC.EST,2.163503,2.258836,2.233331,2.211039,2.211138,2.1532,2.204168
Finland,FIN,Government Effectiveness: Estimate,GE.EST,2.032822,1.874042,1.877939,2.018676,2.055259,2.006594,1.948935
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.282197,1.040587,0.9990865,1.080909,0.908359,0.8516567,0.9446252
Finland,FIN,Rule of Law: Estimate,RL.EST,2.129668,2.089484,2.049946,2.069357,2.079443,2.058016,2.078883
France,FRA,Control of Corruption: Estimate,CC.EST,1.29292,1.286498,1.370064,1.266991,1.317642,1.283251,1.153109
France,FRA,Government Effectiveness: Estimate,GE.EST,1.418683,1.448122,1.416434,1.348091,1.458658,1.37214,1.247808
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.3005685,0.1067064,-0.0953591,0.2790776,0.0291557,0.2993822,0.3125098
France,FRA,Rule of Law: Estimate,RL.EST,1.456656,1.398506,1.386726,1.436407,1.434449,1.407695,1.327411
French Guiana,GUF,Control of Corruption: Estimate,CC.EST,1.019108,1.019501,0.9750836,0.998673,0.9530863,0.9196092,0.929781
French Guiana,GUF,Government Effectiveness: Estimate,GE.EST,1.128233,1.122294,1.127457,1.379737,1.396483,1.387043,1.320387
French Guiana,GUF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.527634,0.5689548,0.5509571,0.4997613,0.5206324,0.2612188,0.3325475
French Guiana,GUF,Rule of Law: Estimate,RL.EST,1.065988,1.295621,1.308454,1.199849,1.210485,1.166119,1.197893
Gabon,GAB,Control of Corruption: Estimate,CC.EST,-0.6916032,-0.7142265,-0.7531746,-0.8207155,-0.8539096,-0.9329059,-0.9244228
Gabon,GAB,Government Effectiveness: Estimate,GE.EST,-0.6446508,-0.7338382,-0.792168,-0.9220088,-0.8094349,-0.897824,-0.9099023
Gabon,GAB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.1495428,0.021187,-0.104911,-0.1030248,-0.2538044,-0.0742617,-0.0771416
Gabon,GAB,Rule of Law: Estimate,RL.EST,-0.508985,-0.5500096,-0.6047214,-0.6835737,-0.7040743,-0.7327159,-0.6654624
"Gambia, The",GMB,Control of Corruption: Estimate,CC.EST,-0.6938089,-0.7703012,-0.8119048,-0.6267126,-0.4565488,-0.3000943,-0.3428272
"Gambia, The",GMB,Government Effectiveness: Estimate,GE.EST,-0.6703849,-0.9037109,-0.8420404,-0.6464027,-0.6198659,-0.6311047,-0.6720108
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.1514007,0.0195886,-0.4344123,-0.0840129,-0.074431,0.2247214,0.2453408
"Gambia, The",GMB,Rule of Law: Estimate,RL.EST,-0.6892267,-0.7213935,-0.77466,-0.4381409,-0.4305807,-0.3714375,-0.3659326
Georgia,GEO,Control of Corruption: Estimate,CC.EST,0.7860679,0.6799068,0.6854092,0.7407625,0.7094994,0.7007192,0.5959197
Georgia,GEO,Government Effectiveness: Estimate,GE.EST,0.488922,0.4042414,0.5179425,0.5757037,0.611771,0.8287399,0.787501
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.3215075,-0.4660819,-0.3132915,-0.3707961,-0.4415736,-0.4883826,-0.4307931
Georgia,GEO,Rule of Law: Estimate,RL.EST,0.190843,0.2714227,0.3836238,0.3208365,0.3277741,0.3104377,0.2859657
Germany,DEU,Control of Corruption: Estimate,CC.EST,1.816781,1.817157,1.826143,1.843528,1.936917,1.903284,1.858251
Germany,DEU,Government Effectiveness: Estimate,GE.EST,1.671297,1.686973,1.696212,1.65318,1.562705,1.531162,1.360798
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.9251865,0.6998243,0.6813634,0.5877215,0.5912753,0.5743086,0.6710114
Germany,DEU,Rule of Law: Estimate,RL.EST,1.854514,1.794228,1.621759,1.614979,1.631583,1.620687,1.557932
Ghana,GHA,Control of Corruption: Estimate,CC.EST,-0.1921185,-0.1887468,-0.1489119,-0.2321948,-0.1214553,-0.0980888,-0.1155107
Ghana,GHA,Government Effectiveness: Estimate,GE.EST,-0.2812725,-0.2224221,-0.1685113,-0.1118706,-0.2085409,-0.2106433,-0.1526524
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.106808,-0.0320993,-0.1309286,0.0918345,-0.0255168,0.1344119,0.1258658
Ghana,GHA,Rule of Law: Estimate,RL.EST,0.052156,0.142304,0.0487039,0.1233095,0.0730976,0.0473358,-0.0386941
Greece,GRC,Control of Corruption: Estimate,CC.EST,-0.1299754,-0.0873486,-0.1016083,-0.0790209,-0.0252081,0.0431178,0.0598671
Greece,GRC,Government Effectiveness: Estimate,GE.EST,0.3004703,0.1770223,0.1577258,0.274148,0.2907973,0.3490244,0.4444801
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.140446,-0.2302524,-0.1215992,-0.0735726,0.1659438,0.1817382,0.1251008
Greece,GRC,Rule of Law: Estimate,RL.EST,0.3739754,0.2769418,0.1353244,0.0749528,0.13928,0.1837852,0.3202699
Greenland,GRL,Control of Corruption: Estimate,CC.EST,1.208083,1.190973,1.1671,1.185811,1.174985,1.140772,1.034216
Greenland,GRL,Government Effectiveness: Estimate,GE.EST,0.9201708,0.8674797,0.8425272,0.8405358,0.8363734,0.8134989,0.7990792
Greenland,GRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.924541,1.943138,1.965062,1.923353,1.929881,1.883894,1.913187
Greenland,GRL,Rule of Law: Estimate,RL.EST,1.738225,1.701141,1.723742,1.726132,1.738521,1.746319,1.741479
Grenada,GRD,Control of Corruption: Estimate,CC.EST,0.2473855,0.5562745,0.5639562,0.4576816,0.3715164,0.3393368,0.3571173
Grenada,GRD,Government Effectiveness: Estimate,GE.EST,-0.1090541,-0.196528,-0.1752158,-0.1874954,-0.2364549,-0.1374281,-0.0654131
Grenada,GRD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7745689,0.7907085,1.018932,1.009161,0.9854752,0.9535552,1.034534
Grenada,GRD,Rule of Law: Estimate,RL.EST,-0.1675773,0.1445753,0.5689524,0.413209,0.2237961,0.1767789,0.2926352
Guam,GUM,Control of Corruption: Estimate,CC.EST,1.225432,1.218931,1.228804,1.245126,1.239041,1.234696,1.314374
Guam,GUM,Government Effectiveness: Estimate,GE.EST,0.4412166,0.4871241,0.2652237,0.2869365,0.2706605,0.2690927,0.6968508
Guam,GUM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7501333,0.8079031,0.6752751,0.699833,0.6994919,0.8925463,0.936887
Guam,GUM,Rule of Law: Estimate,RL.EST,1.410016,1.345114,1.102981,1.361758,1.364065,1.335337,1.193629
Guatemala,GTM,Control of Corruption: Estimate,CC.EST,-0.7359471,-0.7332659,-0.7396853,-0.7411317,-0.817149,-0.9007233,-1.095947
Guatemala,GTM,Government Effectiveness: Estimate,GE.EST,-0.7293924,-0.7112794,-0.6065266,-0.6391509,-0.6802149,-0.6769783,-0.6874367
Guatemala,GTM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.6555635,-0.6550602,-0.5425926,-0.6506749,-0.5383536,-0.5735922,-0.4291327
Guatemala,GTM,Rule of Law: Estimate,RL.EST,-0.9623396,-0.9473416,-1.020066,-1.057874,-1.035944,-1.052349,-1.053237
Guinea,GIN,Control of Corruption: Estimate,CC.EST,-1.057504,-0.9897841,-0.9188131,-1.012782,-1.042321,-0.911032,-0.9678046
Guinea,GIN,Government Effectiveness: Estimate,GE.EST,-1.232963,-1.145806,-1.005932,-1.034547,-0.9693156,-0.7789667,-0.8943251
Guinea,GIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.9552428,-0.3869883,-0.3938748,-0.7009969,-0.8840864,-0.8432462,-0.6370652
Guinea,GIN,Rule of Law: Estimate,RL.EST,-1.360608,-1.160825,-1.216319,-1.226821,-1.208481,-1.20907,-1.263659
Guinea-Bissau,GNB,Control of Corruption: Estimate,CC.EST,-1.538527,-1.48285,-1.552118,-1.558522,-1.519404,-1.453402,-1.319101
Guinea-Bissau,GNB,Government Effectiveness: Estimate,GE.EST,-1.583675,-1.613285,-1.642972,-1.760056,-1.473266,-1.515093,-1.431687
Guinea-Bissau,GNB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.7064517,-0.5182164,-0.4426939,-0.4986393,-0.6855602,-0.5580111,-0.598215
Guinea-Bissau,GNB,Rule of Law: Estimate,RL.EST,-1.325317,-1.283593,-1.487089,-1.423981,-1.232103,-1.264169,-1.364821
Guyana,GUY,Control of Corruption: Estimate,CC.EST,-0.7414942,-0.6353654,-0.3244398,-0.5103616,-0.2227802,-0.1129527,-0.1497357
Guyana,GUY,Government Effectiveness: Estimate,GE.EST,-0.2327224,-0.3357391,-0.3017042,-0.2977009,-0.2614504,-0.3868118,-0.4381699
Guyana,GUY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.1360976,-0.1396508,-0.0260627,-0.0430738,-0.1877606,-0.2464192,-0.1459536
Guyana,GUY,Rule of Law: Estimate,RL.EST,-0.6166549,-0.5275406,-0.3092433,-0.2938785,-0.3725958,-0.4311567,-0.425237
Haiti,HTI,Control of Corruption: Estimate,CC.EST,-1.233932,-1.237718,-1.331458,-1.238367,-1.275526,-1.339134,-1.319874
Haiti,HTI,Government Effectiveness: Estimate,GE.EST,-2.042232,-2.016466,-2.078399,-2.057976,-1.905055,-2.01491,-2.033819
Haiti,HTI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.6436273,-0.6708382,-0.7437881,-0.6744812,-0.6397613,-0.891515,-1.043329
Haiti,HTI,Rule of Law: Estimate,RL.EST,-1.185569,-1.180691,-1.002219,-1.084979,-1.052376,-0.9713579,-1.036246
Honduras,HND,Control of Corruption: Estimate,CC.EST,-0.7854325,-0.566732,-0.6576432,-0.7189602,-0.6142679,-0.8119133,-0.8577685
Honduras,HND,Government Effectiveness: Estimate,GE.EST,-0.8105074,-0.8218005,-0.7264652,-0.5083557,-0.6185808,-0.6119988,-0.5959823
Honduras,HND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.534084,-0.4689144,-0.4333121,-0.5649181,-0.5307975,-0.5751516,-0.5446041
Honduras,HND,Rule of Law: Estimate,RL.EST,-0.9446871,-0.9256861,-1.118942,-1.044247,-1.028927,-1.009133,-0.9583805
"Hong Kong SAR, China",HKG,Control of Corruption: Estimate,CC.EST,1.619889,1.651854,1.561693,1.618103,1.675505,1.690355,1.649827
"Hong Kong SAR, China",HKG,Government Effectiveness: Estimate,GE.EST,1.832899,1.908817,1.841636,1.905391,1.902525,1.740746,1.662403
"Hong Kong SAR, China",HKG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.153229,1.046295,0.7508071,0.8294839,0.7835555,-0.222178,0.0922063
"Hong Kong SAR, China",HKG,Rule of Law: Estimate,RL.EST,1.860669,1.825471,1.722995,1.722528,1.7715,1.604442,1.590243
Hungary,HUN,Control of Corruption: Estimate,CC.EST,0.1623462,0.151766,0.105939,0.1253053,0.0865242,0.0600961,0.0974263
Hungary,HUN,Government Effectiveness: Estimate,GE.EST,0.5940657,0.5489411,0.5014192,0.527887,0.4900576,0.4960532,0.5809025
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.6699048,0.7462977,0.6546786,0.806563,0.7471759,0.7721581,0.863838
Hungary,HUN,Rule of Law: Estimate,RL.EST,0.509783,0.4073128,0.4388936,0.5663263,0.5846309,0.526654,0.5128838
Iceland,ISL,Control of Corruption: Estimate,CC.EST,1.828109,1.939723,1.949479,1.841453,1.843773,1.708176,1.699824
Iceland,ISL,Government Effectiveness: Estimate,GE.EST,1.49133,1.49174,1.385293,1.453182,1.464315,1.51794,1.523776
Iceland,ISL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.246975,1.308164,1.361624,1.348309,1.40639,1.639301,1.394177
Iceland,ISL,Rule of Law: Estimate,RL.EST,1.70847,1.667195,1.519659,1.611072,1.719837,1.767259,1.79911
India,IND,Control of Corruption: Estimate,CC.EST,-0.4279765,-0.3519882,-0.2821474,-0.2419506,-0.1834787,-0.2540472,-0.2448308
India,IND,Government Effectiveness: Estimate,GE.EST,-0.2060476,0.0900683,0.0749455,0.0868715,0.2842539,0.1708809,0.3865438
India,IND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.997912,-0.9484934,-0.9538398,-0.7648019,-0.9870132,-0.7708004,-0.8619818
India,IND,Rule of Law: Estimate,RL.EST,-0.0633363,-0.0474092,-0.0289695,-0.0012233,0.0256504,-0.0304647,-0.0177096
Indonesia,IDN,Control of Corruption: Estimate,CC.EST,-0.5617322,-0.4583642,-0.3992099,-0.2548542,-0.2497392,-0.4160329,-0.3974239
Indonesia,IDN,Government Effectiveness: Estimate,GE.EST,-0.0375725,-0.2408801,0.0074111,0.0383757,0.1805828,0.1820512,0.3691624
Indonesia,IDN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.416824,-0.6150607,-0.3729524,-0.4979034,-0.5459081,-0.4934046,-0.5002089
Indonesia,IDN,Rule of Law: Estimate,RL.EST,-0.3422761,-0.4221742,-0.3448857,-0.349676,-0.315493,-0.3424213,-0.3387444
"Iran, Islamic Rep.",IRN,Control of Corruption: Estimate,CC.EST,-0.6191764,-0.6046183,-0.7112541,-0.8102323,-0.9572915,-1.047168,-1.085447
"Iran, Islamic Rep.",IRN,Government Effectiveness: Estimate,GE.EST,-0.4273641,-0.209176,-0.1916113,-0.1960938,-0.4326732,-0.5537257,-0.9893743
"Iran, Islamic Rep.",IRN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.8749877,-0.9257017,-0.8130754,-0.934016,-1.347935,-1.706922,-1.667853
"Iran, Islamic Rep.",IRN,Rule of Law: Estimate,RL.EST,-1.056455,-0.9235455,-0.6791943,-0.6824429,-0.6935208,-0.7496018,-0.8671182
Iraq,IRQ,Control of Corruption: Estimate,CC.EST,-1.333801,-1.369108,-1.386793,-1.372427,-1.394506,-1.336654,-1.283775
Iraq,IRQ,Government Effectiveness: Estimate,GE.EST,-1.111733,-1.246645,-1.267562,-1.261061,-1.30951,-1.336643,-1.32672
Iraq,IRQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.480338,-2.260352,-2.313588,-2.307103,-2.528422,-2.603781,-2.528343
Iraq,IRQ,Rule of Law: Estimate,RL.EST,-1.334899,-1.417818,-1.6259,-1.629295,-1.753651,-1.722623,-1.753684
Ireland,IRL,Control of Corruption: Estimate,CC.EST,1.696855,1.713814,1.692659,1.573725,1.571588,1.494599,1.566898
Ireland,IRL,Government Effectiveness: Estimate,GE.EST,1.605183,1.551582,1.364627,1.306135,1.416743,1.291792,1.480219
Ireland,IRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.052991,0.9084555,0.8478189,1.002435,1.021112,0.9663891,0.9751874
Ireland,IRL,Rule of Law: Estimate,RL.EST,1.764592,1.762358,1.502176,1.418789,1.450442,1.383474,1.498885
Israel,ISR,Control of Corruption: Estimate,CC.EST,0.8658848,0.9433662,1.186837,0.8293291,0.7872222,0.8063501,0.5657755
Israel,ISR,Government Effectiveness: Estimate,GE.EST,1.210687,1.387448,1.345055,1.388274,1.206716,1.325325,1.096137
Israel,ISR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.039735,-1.094913,-0.7945364,-0.887956,-0.9116703,-0.7933716,-0.8282074
Israel,ISR,Rule of Law: Estimate,RL.EST,1.107591,1.162157,1.072231,1.024877,0.9940096,1.047764,0.9973904
Italy,ITA,Control of Corruption: Estimate,CC.EST,0.0116138,0.059748,0.1159535,0.2109731,0.2476841,0.2645699,0.5389154
Italy,ITA,Government Effectiveness: Estimate,GE.EST,0.4759766,0.5217037,0.5785035,0.527819,0.4415723,0.4831744,0.4003631
Italy,ITA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.4581654,0.3759197,0.3694153,0.3068212,0.3423838,0.4043851,0.4400665
